trial_id,condition,sir_db,sir_band,same_gender,target_live,interferer_live,sisdr_yt_st,sisdr_yt_si,sisdr_yi_st,sisdr_yi_si,sel_t,sel_i,rel_movement,level_yt_db,level_yi_db
sir0_val-42-000138,both,-6.01,< -5,1.0,True,False,9.360956192016602,nan,8.410388946533203,nan,0.9505672454833984,nan,0.030178045853972435,-3.3893415927886963,-3.9068603515625
sir0_val-42-000139,both,-4.5,-5..0,0.0,True,True,-8.299107551574707,0.48456960916519165,-12.222599029541016,9.804737091064453,3.9234914779663086,9.320167541503906,1.2109684944152832,-7.4326934814453125,-2.8634133338928223
sir0_val-42-000140,both,7.59,>= +5,0.0,True,False,5.280251502990723,nan,-0.8746901750564575,nan,6.154941558837891,nan,0.6098692417144775,-10.156425476074219,-18.67401885986328
sir0_val-42-000141,target_only,nan,>= +5,nan,True,False,16.425491333007812,nan,13.793641090393066,nan,2.631850242614746,nan,0.01969081163406372,-2.783370018005371,-3.2659687995910645
sir0_val-42-000142,both,-8.01,< -5,1.0,True,True,-15.250802993774414,12.617935180664062,-15.252957344055176,10.548479080200195,0.0021543502807617188,-2.069456100463867,0.04837024211883545,-2.9244384765625,-2.7719264030456543
sir0_val-42-000143,target_only,nan,>= +5,nan,True,False,9.311853408813477,nan,0.9441890716552734,nan,8.367664337158203,nan,0.32430416345596313,-4.305644512176514,-7.3086042404174805
sir0_val-42-000144,both,4.92,0..+5,1.0,True,False,13.53700065612793,nan,2.3055593967437744,nan,11.231441497802734,nan,0.5421615839004517,-2.9881956577301025,-11.766372680664062
sir0_val-42-000145,both,1.54,0..+5,1.0,True,False,4.554917335510254,nan,10.821765899658203,nan,-6.266848564147949,nan,0.4006299376487732,-7.383423328399658,-4.5533223152160645
sir0_val-42-000146,both,-5.9,< -5,0.0,True,True,21.94847297668457,-51.4205322265625,20.531986236572266,-52.03874588012695,1.4164867401123047,-0.6182136535644531,0.0032755243591964245,-2.910670280456543,-3.0848007202148438
sir0_val-42-000147,target_only,nan,>= +5,nan,True,False,-19.397151947021484,nan,-19.257383346557617,nan,-0.1397686004638672,nan,0.24310828745365143,-27.568588256835938,-28.748170852661133
sir0_val-42-000148,both,5.53,>= +5,1.0,True,True,9.688190460205078,-12.207847595214844,7.616209506988525,-11.547528266906738,2.0719809532165527,0.6603193283081055,0.06119881942868233,-2.605996608734131,-3.6912834644317627
sir0_val-42-000149,interferer_only,nan,>= +5,0.0,False,True,nan,1.3340717554092407,nan,5.081335067749023,nan,3.7472634315490723,1.1796460151672363,-8.634797096252441,-4.710925102233887
sir0_val-42-000150,both,-8.83,< -5,1.0,True,False,16.613006591796875,nan,9.84403133392334,nan,6.768975257873535,nan,0.11121614277362823,-2.804805278778076,-4.982970237731934
sir0_val-42-000151,both,-1.52,-5..0,1.0,True,True,3.4750306606292725,-4.727118015289307,0.18510538339614868,-0.478687047958374,3.2899253368377686,4.248431205749512,0.11767391115427017,-4.023961067199707,-3.0942795276641846
sir0_val-42-000152,both,9.92,>= +5,0.0,True,True,13.157404899597168,-49.4752197265625,-1.6447296142578125,-48.99800109863281,14.80213451385498,0.4772186279296875,0.6295006275177002,-3.0360255241394043,-10.385575294494629
sir0_val-42-000153,both,7.35,>= +5,1.0,True,True,-1.2402819395065308,-8.636895179748535,-1.619425892829895,-5.545811653137207,0.37914395332336426,3.091083526611328,0.29086947441101074,-6.750642776489258,-7.863082408905029
sir0_val-42-000154,noise_only,nan,>= +5,nan,False,False,nan,nan,nan,nan,nan,nan,0.21216228604316711,-30.34185791015625,-29.628870010375977
sir0_val-42-000155,target_only,nan,>= +5,nan,True,False,-0.4413733184337616,nan,9.253445625305176,nan,-9.694818496704102,nan,1.315450668334961,-8.1444673538208,-4.551199913024902
sir0_val-42-000156,target_only,nan,>= +5,nan,True,False,11.22062873840332,nan,17.73280906677246,nan,-6.512180328369141,nan,0.08220601081848145,-3.908682346343994,-2.93587064743042
sir0_val-42-000157,both,1.09,0..+5,1.0,True,True,1.653677225112915,-2.2396185398101807,1.1643710136413574,-1.8351017236709595,0.4893062114715576,0.4045168161392212,0.011686058714985847,-3.4022953510284424,-2.989555835723877
sir0_val-42-000158,both,-6.77,< -5,0.0,True,True,-9.475485801696777,8.051403999328613,-9.569537162780762,8.617565155029297,0.09405136108398438,0.5661611557006836,0.012850617058575153,-2.9186604022979736,-2.8066606521606445
sir0_val-42-000159,interferer_only,nan,>= +5,0.0,False,True,nan,-6.047599792480469,nan,13.611344337463379,nan,19.65894317626953,427.1260681152344,-29.344375610351562,-2.8526315689086914
sir0_val-42-000160,target_only,nan,>= +5,nan,True,False,14.301553726196289,nan,14.671989440917969,nan,-0.3704357147216797,nan,0.005975014995783567,-2.8956565856933594,-2.9598240852355957
sir0_val-42-000161,target_only,nan,>= +5,nan,True,False,12.371454238891602,nan,2.555072784423828,nan,9.816381454467773,nan,0.3790541887283325,-2.9134485721588135,-7.67968225479126
sir0_val-42-000162,both,-2.54,-5..0,1.0,True,False,3.113445997238159,nan,-3.710783004760742,nan,6.8242292404174805,nan,0.7502730488777161,-6.101923942565918,-17.974403381347656
sir0_val-42-000163,both,5.12,>= +5,0.0,True,True,9.537297248840332,-15.291542053222656,-5.963206768035889,-7.200270652770996,15.500503540039062,8.09127140045166,0.7313659191131592,-3.4708638191223145,-12.15852165222168
sir0_val-42-000164,both,-5.0,-5..0,0.0,True,True,-19.416500091552734,-32.059112548828125,-22.81629753112793,-37.297874450683594,3.3997974395751953,-5.238761901855469,0.8510701656341553,-29.130863189697266,-27.211978912353516
sir0_val-42-000165,interferer_only,nan,>= +5,0.0,False,True,nan,5.138874530792236,nan,2.194354295730591,nan,-2.9445202350616455,0.23857481777668,-4.478997707366943,-6.464597702026367
sir0_val-42-000166,both,-2.27,-5..0,0.0,True,False,13.032686233520508,nan,-7.85624885559082,nan,20.888935089111328,nan,0.9324811697006226,-3.1777968406677246,-18.07620620727539
sir0_val-42-000167,interferer_only,nan,>= +5,0.0,False,True,nan,-6.470715522766113,nan,7.132273197174072,nan,13.602989196777344,93.28827667236328,-23.370206832885742,-3.257265090942383
sir0_val-42-000168,target_only,nan,>= +5,nan,True,False,18.684280395507812,nan,0.04975970461964607,nan,18.634521484375,nan,0.5428375005722046,-2.895834445953369,-8.705307960510254
sir0_val-42-000169,both,4.41,0..+5,0.0,True,True,3.076756238937378,-7.109755516052246,-2.5397400856018066,-2.3612380027770996,5.6164960861206055,4.7485175132751465,0.34564700722694397,-4.646966934204102,-8.0918607711792
sir0_val-42-000170,interferer_only,nan,>= +5,1.0,False,True,nan,10.736543655395508,nan,-0.1462208479642868,nan,-10.88276481628418,0.5362662076950073,-4.417758941650391,-10.012031555175781
sir0_val-42-000171,interferer_only,nan,>= +5,0.0,False,True,nan,-13.289234161376953,nan,2.223115921020508,nan,15.512350082397461,484.7126770019531,-32.26865768432617,-5.316343307495117
sir0_val-42-000172,both,1.68,0..+5,0.0,True,True,0.8067283630371094,-7.428765296936035,-5.559872627258301,3.989382743835449,6.36660099029541,11.418148040771484,1.6435357332229614,-8.160354614257812,-3.1906604766845703
sir0_val-42-000173,target_only,nan,>= +5,nan,True,False,14.244555473327637,nan,3.3690176010131836,nan,10.875537872314453,nan,0.36034756898880005,-2.8721837997436523,-7.655157566070557
sir0_val-42-000174,target_only,nan,>= +5,nan,True,False,19.300540924072266,nan,18.79911994934082,nan,0.5014209747314453,nan,0.0026170758064836264,-2.519315719604492,-2.7806034088134766
sir0_val-42-000175,target_only,nan,>= +5,nan,True,False,8.051689147949219,nan,-5.431649684906006,nan,13.483339309692383,nan,0.7942293286323547,-2.768669366836548,-13.448322296142578
sir0_val-42-000176,both,4.55,0..+5,0.0,True,True,0.5536189079284668,-3.0064022541046143,-3.9172050952911377,-3.8248660564422607,4.470824241638184,-0.8184638023376465,0.5065062046051025,-3.5759546756744385,-9.438353538513184
sir0_val-42-000177,interferer_only,nan,>= +5,1.0,False,True,nan,2.9036271572113037,nan,4.794671058654785,nan,1.8910439014434814,0.15514039993286133,-5.852497100830078,-4.49567174911499
sir0_val-42-000178,both,-4.79,-5..0,0.0,True,True,-1.9524062871932983,-10.330684661865234,-7.885855674743652,7.446060657501221,5.9334492683410645,17.776744842529297,3.1667075157165527,-8.706975936889648,-2.5065059661865234
sir0_val-42-000179,both,3.5,0..+5,0.0,True,True,3.5068750381469727,-22.605789184570312,-24.19582176208496,6.24323844909668,27.70269775390625,28.849027633666992,13.41368579864502,-16.512819290161133,-5.20528507232666
sir0_val-42-000180,both,-3.83,-5..0,1.0,True,True,-4.724025249481201,-9.71870231628418,-5.39947509765625,4.473863124847412,0.6754498481750488,14.19256591796875,191.08148193359375,-26.274213790893555,-3.1545116901397705
sir0_val-42-000181,target_only,nan,>= +5,nan,False,False,nan,nan,nan,nan,nan,nan,0.886489748954773,-27.29198455810547,-24.138103485107422
sir0_val-42-000182,both,0.86,0..+5,0.0,True,True,1.494159460067749,-6.3393778800964355,-8.324312210083008,3.9063358306884766,9.818471908569336,10.24571418762207,1.06930410861969,-5.942285060882568,-4.842718601226807
sir0_val-42-000183,interferer_only,nan,>= +5,0.0,False,False,nan,nan,nan,nan,nan,nan,0.57837975025177,-22.947290420532227,-26.800334930419922
sir0_val-42-000184,target_only,nan,>= +5,nan,True,False,-23.495868682861328,nan,-23.262374877929688,nan,-0.23349380493164062,nan,0.06576601415872574,-27.143051147460938,-26.56541633605957
sir0_val-42-000185,both,6.92,>= +5,0.0,True,True,5.484806060791016,-12.359373092651367,0.5429927706718445,-15.024259567260742,4.9418134689331055,-2.664886474609375,0.6672472357749939,-5.023602485656738,-7.638933181762695
sir0_val-42-000186,target_only,nan,>= +5,nan,True,False,-19.797353744506836,nan,-20.426441192626953,nan,0.6290874481201172,nan,0.058050498366355896,-28.15716552734375,-28.58620834350586
sir0_val-42-000187,both,4.73,0..+5,1.0,True,True,-3.9240739345550537,-2.911275863647461,-3.9113643169403076,-2.804476022720337,-0.012709617614746094,0.10679984092712402,0.08211254328489304,-8.128545761108398,-7.6224517822265625
sir0_val-42-000188,both,8.24,>= +5,1.0,True,True,11.670260429382324,-20.97047996520996,8.35644245147705,-12.855633735656738,3.3138179779052734,8.114846229553223,0.06753571331501007,-3.4629721641540527,-3.8253931999206543
sir0_val-42-000189,both,-5.73,< -5,1.0,False,True,nan,12.709733009338379,nan,17.51711654663086,nan,4.8073835372924805,0.042877841740846634,-3.957468271255493,-2.9477298259735107
sir0_val-42-000190,both,6.86,>= +5,1.0,True,False,17.682056427001953,nan,18.668912887573242,nan,-0.9868564605712891,nan,0.006401106249541044,-2.4330813884735107,-2.799466848373413
sir0_val-42-000191,interferer_only,nan,>= +5,0.0,False,True,nan,-14.188050270080566,nan,7.494669437408447,nan,21.682720184326172,6.280311584472656,-13.469882011413574,-5.318150043487549
sir0_val-42-000192,both,-5.64,< -5,0.0,True,False,-2.230741024017334,nan,-14.123164176940918,nan,11.892423629760742,nan,0.9982355833053589,-5.552356243133545,-29.172142028808594
sir0_val-42-000193,interferer_only,nan,>= +5,0.0,False,True,nan,5.221683979034424,nan,7.4513397216796875,nan,2.2296557426452637,0.6211347579956055,-5.76621150970459,-4.924921035766602
sir0_val-42-000194,both,8.21,>= +5,0.0,True,True,3.2590088844299316,-15.979209899902344,-15.192947387695312,-2.1369800567626953,18.451955795288086,13.842229843139648,0.9283807277679443,-4.867238521575928,-13.85079574584961
sir0_val-42-000195,both,-9.09,< -5,0.0,True,False,10.850866317749023,nan,-0.6371307373046875,nan,11.487997055053711,nan,0.6116688847541809,-4.058924198150635,-9.508589744567871
sir0_val-42-000196,interferer_only,nan,>= +5,1.0,False,True,nan,17.269657135009766,nan,17.659099578857422,nan,0.38944244384765625,0.0032275489065796137,-2.675285577774048,-2.6963672637939453
sir0_val-42-000197,interferer_only,nan,>= +5,1.0,False,True,nan,15.130377769470215,nan,15.789050102233887,nan,0.6586723327636719,0.007893324829638004,-3.378382921218872,-3.0551626682281494
sir0_val-42-000198,both,0.99,0..+5,0.0,True,True,5.049070358276367,-25.836185455322266,-0.4288202226161957,-5.495988845825195,5.477890491485596,20.34019660949707,0.8115330934524536,-4.511150360107422,-7.141950607299805
sir0_val-42-000199,target_only,nan,>= +5,nan,True,False,18.199892044067383,nan,5.36240291595459,nan,12.837489128112793,nan,0.39473336935043335,-2.4644603729248047,-9.211996078491211
