trial_id,condition,sir_db,sir_band,same_gender,target_live,interferer_live,sisdr_yt_st,sisdr_yt_si,sisdr_yi_st,sisdr_yi_si,sel_t,sel_i,rel_movement,level_yt_db,level_yi_db
sir0_val-42-000124,interferer_only,nan,>= +5,1.0,False,True,nan,8.660590171813965,nan,12.119894027709961,nan,3.459303855895996,0.11038201302289963,-4.193798065185547,-2.8167202472686768
sir0_val-42-000125,interferer_only,nan,>= +5,0.0,False,False,nan,nan,nan,nan,nan,nan,11.617725372314453,-24.17081642150879,-13.536356925964355
sir0_val-42-000126,interferer_only,nan,>= +5,1.0,False,True,nan,6.138573169708252,nan,11.390233039855957,nan,5.251659870147705,0.8881183862686157,-7.741374969482422,-2.7939395904541016
sir0_val-42-000127,both,4.75,0..+5,1.0,True,True,-4.0715789794921875,1.716457486152649,-15.102020263671875,8.407291412353516,11.030441284179688,6.690834045410156,0.36512964963912964,-5.2613935470581055,-3.7463998794555664
sir0_val-42-000128,both,6.26,>= +5,1.0,True,False,14.685949325561523,nan,15.42142391204834,nan,-0.7354745864868164,nan,0.002778000896796584,-3.922743797302246,-3.8420443534851074
sir0_val-42-000129,both,-6.44,< -5,1.0,True,True,-5.481180191040039,5.147885322570801,-5.758969783782959,5.316445827484131,0.2777895927429199,0.16856050491333008,0.009726716205477715,-2.7946255207061768,-2.9081168174743652
sir0_val-42-000130,both,-7.66,< -5,1.0,False,True,nan,16.650333404541016,nan,17.399654388427734,nan,0.7493209838867188,0.004079280886799097,-2.7972042560577393,-2.5400030612945557
sir0_val-42-000131,target_only,nan,>= +5,nan,True,False,13.87833023071289,nan,-9.858990669250488,nan,23.737319946289062,nan,0.9707146883010864,-2.7676782608032227,-28.46552848815918
sir0_val-42-000132,interferer_only,nan,>= +5,1.0,False,True,nan,12.789406776428223,nan,12.803053855895996,nan,0.013647079467773438,0.005709121935069561,-3.648681879043579,-3.4378390312194824
sir0_val-42-000133,both,7.02,>= +5,1.0,True,True,6.367776393890381,-7.718327045440674,6.1471357345581055,-7.437873363494873,0.2206406593322754,0.2804536819458008,0.014505812898278236,-3.248445749282837,-3.0971732139587402
sir0_val-42-000134,both,-7.13,< -5,1.0,True,True,-5.778339385986328,5.669183254241943,-6.2755937576293945,6.19411563873291,0.4972543716430664,0.5249323844909668,0.011398809030652046,-3.0811288356781006,-2.9335994720458984
sir0_val-42-000135,both,-5.18,< -5,0.0,True,True,-4.668353080749512,3.7874011993408203,-6.035690784454346,5.434194564819336,1.367337703704834,1.6467933654785156,0.045690957456827164,-3.3930177688598633,-2.8754658699035645
sir0_val-42-000136,interferer_only,nan,>= +5,0.0,False,False,nan,nan,nan,nan,nan,nan,0.3109164237976074,-26.69363784790039,-27.45733070373535
sir0_val-42-000137,both,-2.73,-5..0,1.0,True,False,20.675432205200195,nan,-4.979334354400635,nan,25.654766082763672,nan,0.8741143345832825,-2.645885944366455,-19.113739013671875
