system,trial,judge_wer,asr_wer,ref_words
baseline-5000-e7,sir0_val-42-000085,52.63157894736842,52.63157894736842,38
baseline-5000-e7,sir0_val-42-000086,73.33333333333333,93.33333333333333,30
baseline-5000-e7,sir0_val-42-000089,11.320754716981131,22.641509433962263,53
baseline-5000-e7,sir0_val-42-000090,105.71428571428571,105.71428571428571,35
baseline-5000-e7,sir0_val-42-000091,111.36363636363636,115.9090909090909,44
baseline-5000-e7,sir0_val-42-000092,5.555555555555555,8.333333333333334,36
baseline-5000-e7,sir0_val-42-000097,96.42857142857143,110.71428571428571,28
baseline-5000-e7,sir0_val-42-000098,10.909090909090908,20.0,55
baseline-5000-e7,sir0_val-42-000102,123.52941176470588,114.70588235294117,34
baseline-5000-e7,sir0_val-42-000105,9.090909090909092,41.81818181818182,55
baseline-5000-e7,sir0_val-42-000107,13.043478260869565,63.04347826086956,46
baseline-5000-e7,sir0_val-42-000109,21.428571428571427,42.857142857142854,28
baseline-5000-e7,sir0_val-42-000111,38.23529411764706,100.0,34
baseline-5000-e7,sir0_val-42-000112,5.555555555555555,55.55555555555556,36
baseline-5000-e7,sir0_val-42-000113,0.0,2.3255813953488373,43
baseline-5000-e7,sir0_val-42-000116,42.42424242424242,96.96969696969697,33
baseline-5000-e7,sir0_val-42-000119,124.19354838709677,80.64516129032258,62
baseline-5000-e7,sir0_val-42-000123,35.483870967741936,48.38709677419355,31
baseline-5000-e7,sir0_val-42-000127,0.0,7.142857142857143,28
baseline-5000-e7,sir0_val-42-000128,83.87096774193549,32.25806451612903,31
baseline-5000-e7,sir0_val-42-000129,75.86206896551724,96.55172413793103,29
baseline-5000-e7,sir0_val-42-000130,273.3333333333333,266.6666666666667,15
baseline-5000-e7,sir0_val-42-000133,69.56521739130434,156.52173913043478,23
baseline-5000-e7,sir0_val-42-000134,96.55172413793103,74.13793103448276,58
baseline-5000-e7,sir0_val-42-000135,70.37037037037037,140.74074074074073,27
baseline-5000-e7,sir0_val-42-000137,21.27659574468085,19.148936170212767,47
baseline-5000-e7,sir0_val-42-000138,56.75675675675676,97.29729729729729,37
baseline-5000-e7,sir0_val-42-000139,216.66666666666666,194.44444444444446,18
baseline-5000-e7,sir0_val-42-000140,65.21739130434783,73.91304347826087,23
baseline-5000-e7,sir0_val-42-000142,41.37931034482759,48.275862068965516,29
baseline-5000-e7,sir0_val-42-000144,48.83720930232558,44.18604651162791,43
baseline-5000-e7,sir0_val-42-000145,45.714285714285715,100.0,35
baseline-5000-e7,sir0_val-42-000146,50.0,54.76190476190476,42
baseline-5000-e7,sir0_val-42-000148,34.78260869565217,15.217391304347826,46
baseline-5000-e7,sir0_val-42-000150,60.416666666666664,37.5,48
baseline-5000-e7,sir0_val-42-000151,16.666666666666668,38.888888888888886,54
baseline-5000-e7,sir0_val-42-000152,0.0,0.0,22
baseline-5000-e7,sir0_val-42-000153,81.25,87.5,32
baseline-5000-e7,sir0_val-42-000157,134.14634146341464,119.51219512195122,41
baseline-5000-e7,sir0_val-42-000158,73.91304347826087,78.26086956521739,23
baseline-5000-e7,sir0_val-42-000162,112.5,100.0,24
baseline-5000-e7,sir0_val-42-000163,0.0,12.0,25
baseline-5000-e7,sir0_val-42-000164,212.5,137.5,16
baseline-5000-e7,sir0_val-42-000166,7.894736842105263,15.789473684210526,38
baseline-5000-e7,sir0_val-42-000169,0.0,29.032258064516128,31
baseline-5000-e7,sir0_val-42-000172,37.2093023255814,23.25581395348837,43
baseline-5000-e7,sir0_val-42-000176,0.0,9.523809523809524,21
baseline-5000-e7,sir0_val-42-000178,17.391304347826086,0.0,23
baseline-5000-e7,sir0_val-42-000179,36.36363636363637,60.60606060606061,33
baseline-5000-e7,sir0_val-42-000180,110.34482758620689,96.55172413793103,29
baseline-5000-e7,sir0_val-42-000182,22.22222222222222,64.81481481481481,54
baseline-5000-e7,sir0_val-42-000185,2.6315789473684212,0.0,38
baseline-5000-e7,sir0_val-42-000187,35.714285714285715,35.714285714285715,28
baseline-5000-e7,sir0_val-42-000188,82.3529411764706,94.11764705882354,17
baseline-5000-e7,sir0_val-42-000189,200.0,200.0,13
baseline-5000-e7,sir0_val-42-000190,37.83783783783784,43.24324324324324,37
baseline-5000-e7,sir0_val-42-000192,24.0,28.0,25
baseline-5000-e7,sir0_val-42-000194,4.3478260869565215,17.391304347826086,23
baseline-5000-e7,sir0_val-42-000195,83.33333333333333,91.66666666666667,24
baseline-5000-e7,sir0_val-42-000198,5.0,10.0,40
wesep,sir0_val-42-000002,0.0,2.857142857142857,35
wesep,sir0_val-42-000004,88.0,86.0,50
wesep,sir0_val-42-000005,56.09756097560975,26.829268292682926,41
wesep,sir0_val-42-000008,4.878048780487805,12.195121951219512,41
wesep,sir0_val-42-000010,12.5,12.5,32
wesep,sir0_val-42-000011,71.42857142857143,80.95238095238095,21
wesep,sir0_val-42-000012,181.8181818181818,245.45454545454547,11
wesep,sir0_val-42-000014,0.0,3.225806451612903,31
wesep,sir0_val-42-000015,20.0,20.0,25
wesep,sir0_val-42-000019,9.090909090909092,100.0,44
wesep,sir0_val-42-000021,13.333333333333334,46.666666666666664,30
wesep,sir0_val-42-000023,0.0,35.714285714285715,14
wesep,sir0_val-42-000024,6.896551724137931,6.896551724137931,29
wesep,sir0_val-42-000027,80.0,90.0,20
wesep,sir0_val-42-000028,74.07407407407408,48.148148148148145,27
wesep,sir0_val-42-000029,46.15384615384615,56.41025641025641,39
wesep,sir0_val-42-000031,4.3478260869565215,15.217391304347826,46
wesep,sir0_val-42-000032,95.83333333333333,79.16666666666667,24
wesep,sir0_val-42-000035,2.6315789473684212,7.894736842105263,38
wesep,sir0_val-42-000037,3.225806451612903,35.483870967741936,31
wesep,sir0_val-42-000041,0.0,0.0,25
wesep,sir0_val-42-000045,0.0,3.5714285714285716,28
wesep,sir0_val-42-000046,0.0,17.391304347826086,23
wesep,sir0_val-42-000048,200.0,175.0,8
wesep,sir0_val-42-000050,2.9411764705882355,17.647058823529413,34
wesep,sir0_val-42-000051,37.2093023255814,9.30232558139535,43
wesep,sir0_val-42-000053,13.333333333333334,173.33333333333334,15
wesep,sir0_val-42-000054,5.405405405405405,5.405405405405405,37
wesep,sir0_val-42-000055,21.21212121212121,21.21212121212121,33
wesep,sir0_val-42-000057,72.72727272727273,72.72727272727273,33
wesep,sir0_val-42-000058,29.41176470588235,14.705882352941176,34
wesep,sir0_val-42-000061,26.470588235294116,58.8235294117647,34
wesep,sir0_val-42-000062,2.0,8.0,50
wesep,sir0_val-42-000063,7.407407407407407,3.7037037037037037,27
